,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75
38,19.688,12.074,4.046,20.153,24.669,32.584,36.907,43.247,45.256,34.759,23.034,18.802,24.513,25.027,29.162,31.213,26.444,24.641,24.067,38.577,27.931,23.304,44.964,19.589,7.955,12.54,10.611,12.559,22.772,20.147,17.805,33.829,16.69,5.814,19.426,24.694,8.014,0.0,14.825,23.239,11.308,19.247,9.265,4.117,7.955,11.153,12.53,17.763,38.032,39.791,46.671,57.131,54.431,50.77,57.322,53.765,45.775,56.215,47.58,47.471,45.353,54.947,53.699,54.896,59.689,66.266,62.822,74.329,75.98,71.674,43.454,49.449,51.151,50.47,55.407
39,30.594,20.074,16.73,19.686,15.24,29.805,34.128,40.468,42.477,26.246,14.832,7.465,12.956,18.829,23.758,25.809,20.246,19.237,18.663,33.173,22.527,29.135,39.56,31.795,10.357,16.525,16.288,21.309,31.648,33.9,15.375,28.425,30.519,12.641,24.789,55.706,17.81,11.956,0.0,15.037,7.627,12.762,11.204,7.658,19.531,24.303,26.171,26.974,38.224,39.983,46.863,57.323,54.623,50.962,57.514,53.957,45.967,56.407,47.772,47.663,45.545,55.139,53.891,55.088,59.881,66.458,63.014,74.521,76.172,74.659,43.646,49.641,51.343,50.662,55.599
40,36.643,52.194,18.304,10.744,3.854,15.459,19.782,26.122,28.131,16.137,2.219,12.762,19.141,25.014,41.104,43.155,26.431,36.583,36.009,50.519,39.873,46.481,56.906,49.141,24.852,46.174,30.783,54.536,39.727,51.246,42.68,45.771,47.865,25.977,51.707,73.052,30.527,22.268,15.034,0.0,8.386,4.398,11.963,16.143,29.423,26.875,24.002,18.032,29.282,31.041,37.921,48.381,45.681,42.02,48.572,45.015,37.025,47.465,38.83,38.721,36.603,46.197,44.949,46.817,50.939,57.516,63.3,65.579,67.23,62.924,34.704,40.699,42.401,41.72,46.657
41,29.383,23.15,9.257,12.552,9.816,22.671,26.994,33.334,35.343,24.846,8.181,9.064,15.178,21.051,32.954,35.005,22.468,28.433,27.859,42.369,31.723,38.331,48.756,40.991,17.454,21.541,20.4,24.525,32.467,43.096,34.53,37.621,39.715,15.254,43.557,64.902,19.63,11.545,7.636,8.386,0.0,8.093,4.455,7.911,19.787,19.999,18.698,19.84,31.09,32.849,39.729,50.189,47.489,43.828,50.38,46.823,38.833,49.273,40.638,40.529,38.411,45.977,46.757,47.954,53.004,59.324,65.108,67.387,69.038,64.732,36.512,42.507,44.209,43.528,48.465
42,39.434,32.302,17.201,14.166,4.596,17.959,20.844,24.593,26.602,14.937,3.039,10.495,16.874,22.747,34.65,36.701,24.164,30.129,29.555,44.065,33.419,40.027,50.452,42.687,22.585,39.72,28.516,48.082,68.838,44.792,36.226,39.317,41.411,24.869,45.253,66.598,30.038,19.489,12.767,4.398,8.112,0.0,11.675,15.855,29.173,29.666,26.793,20.823,32.073,33.832,40.712,51.172,39.885,44.811,51.363,47.806,39.816,50.256,41.621,41.512,39.394,46.96,47.74,52.351,53.73,60.307,66.091,68.37,70.021,65.715,37.495,43.49,45.192,44.511,49.448
43,26.405,21.107,5.905,13.912,13.393,26.343,30.666,37.006,39.015,28.518,11.758,12.641,18.755,24.628,36.531,38.582,26.045,32.01,31.436,45.946,35.3,41.908,52.333,44.568,14.653,19.498,18.357,22.482,29.489,26.749,22.323,41.198,22.695,13.037,27.21,33.284,17.587,9.502,11.213,11.963,4.455,11.67,0.0,5.868,17.744,16.637,16.225,13.803,31.791,33.55,40.43,50.89,48.19,44.529,51.081,47.524,39.534,49.974,41.339,41.23,39.112,46.678,47.458,48.655,56.862,60.025,65.809,68.088,69.739,65.433,37.213,43.208,44.91,44.229,49.166
44,25.256,15.858,6.29,19.102,17.573,30.428,34.751,41.091,43.1,32.204,15.938,13.423,18.914,24.787,28.136,30.187,26.204,23.615,23.041,37.551,26.905,33.513,43.938,22.343,9.315,15.65,13.108,16.744,28.34,22.901,18.475,32.803,19.475,7.788,23.362,32.135,12.338,4.079,8.995,16.143,7.911,15.85,5.868,0.0,12.034,15.488,14.774,20.007,36.981,38.74,45.62,56.08,53.38,49.719,56.271,52.714,44.724,55.164,46.529,46.42,44.302,53.896,52.648,53.845,58.638,65.215,61.771,62.033,74.929,70.623,42.403,48.398,50.1,49.419,54.356
45,12.182,7.225,11.882,27.526,32.042,43.347,44.28,50.62,52.629,42.132,30.407,26.315,29.078,29.592,30.136,32.187,34.795,21.42,25.041,26.597,24.127,22.652,45.616,18.529,11.487,12.53,10.595,5.967,15.266,14.38,17.153,23.623,15.684,7.689,14.678,19.061,4.826,7.939,19.39,30.612,19.886,27.732,17.179,12.056,0.0,5.01,14.028,21.801,34.27,36.029,42.861,59.6,56.9,53.239,59.791,49.955,41.965,52.405,43.77,43.661,41.543,44.932,40.232,41.429,46.222,52.799,58.583,76.798,75.829,74.143,39.644,45.639,54.96,46.66,57.876
46,10.684,12.506,10.914,24.979,29.495,40.8,41.733,48.073,50.082,39.585,27.86,29.039,40.314,36.375,40.51,42.561,37.792,28.547,35.415,31.878,31.254,29.201,34.366,23.81,19.303,17.902,15.967,11.248,13.768,19.661,24.28,28.904,20.965,13.214,19.959,17.563,10.198,11.133,26.173,28.065,19.66,30.654,17.187,15.465,6.41,0.0,10.765,19.254,30.393,32.907,39.787,57.053,54.353,50.692,45.122,46.881,38.891,49.331,40.696,40.587,38.469,42.169,37.469,38.666,43.459,50.036,55.82,58.592,73.066,71.596,36.57,42.565,52.197,43.586,55.329
47,18.953,19.427,9.678,21.981,26.401,36.803,38.639,44.979,46.988,36.491,24.766,30.837,40.261,43.093,52.245,54.296,44.51,47.724,47.15,61.66,51.014,33.465,68.047,30.516,18.116,23.224,21.295,19.517,22.037,26.582,27.966,56.912,27.648,13.432,26.88,25.832,15.414,12.266,26.078,24.971,18.692,27.56,16.219,14.278,13.621,10.782,0.0,13.249,22.441,24.2,31.08,39.382,48.996,45.335,36.415,38.174,30.184,40.624,31.989,31.88,29.762,29.301,33.03,34.227,39.02,44.198,47.231,47.493,56.823,47.672,27.863,33.858,35.56,34.879,49.972
48,29.057,27.643,13.936,15.52,20.036,27.323,32.274,38.614,40.623,30.126,18.401,24.472,30.781,36.654,45.806,47.857,38.071,41.285,40.711,55.221,44.575,51.183,61.608,53.843,23.75,50.876,26.929,26.441,32.141,55.948,47.382,50.473,52.567,21.609,56.409,77.754,23.63,17.9,26.744,18.606,19.639,21.195,13.735,19.912,21.837,19.289,11.773,0.0,16.039,17.798,24.678,43.576,40.876,37.215,30.013,31.772,23.782,34.222,25.587,25.478,23.36,32.973,35.139,32.922,37.715,44.292,50.076,41.091,62.425,58.119,21.461,27.456,29.158,28.477,41.852
49,38.878,68.393,27.828,27.017,31.533,22.507,32.126,37.864,41.347,33.651,29.898,35.969,42.278,48.151,57.303,59.354,49.568,52.782,52.208,66.718,56.072,62.68,73.105,65.34,36.678,62.373,39.857,39.442,41.962,67.445,58.879,61.97,64.064,33.581,67.906,45.757,36.138,31.792,38.241,30.103,31.136,32.692,32.088,37.308,34.297,30.121,21.302,15.313,0.0,2.919,9.675,19.099,19.604,13.282,16.094,17.891,14.893,20.341,19.516,17.012,15.335,21.929,20.631,25.673,38.682,28.899,26.948,27.21,36.54,27.389,13.436,12.453,23.747,21.255,21.743
50,40.705,42.527,29.655,28.844,33.36,25.049,34.668,40.406,43.889,36.193,31.725,37.796,44.105,49.978,59.13,61.181,51.395,54.609,54.035,68.545,57.899,64.507,74.932,67.167,38.505,64.2,41.684,41.269,43.789,69.272,60.706,63.797,65.891,35.408,69.733,47.584,38.385,33.619,40.068,31.93,32.963,34.519,33.915,39.135,36.124,31.948,23.129,17.14,2.542,0.0,8.049,18.761,23.983,13.483,13.384,17.553,12.773,20.003,15.936,16.674,13.709,20.303,19.005,24.047,38.897,27.273,26.61,26.872,36.202,27.051,11.81,10.827,23.409,20.917,21.405
51,49.673,77.011,36.446,35.635,40.151,34.039,43.429,49.396,52.65,45.183,38.516,44.587,50.896,56.769,65.921,67.972,58.186,61.4,60.826,75.336,64.69,71.298,81.723,73.958,64.597,70.991,48.475,48.06,52.757,76.063,67.497,70.588,72.682,42.199,76.524,56.552,46.14,40.41,46.859,38.721,39.754,41.31,40.706,45.926,42.915,38.739,29.92,23.931,10.613,10.448,0.0,10.548,14.775,10.802,6.586,9.34,6.342,11.79,10.965,8.461,10.927,23.141,21.843,26.8,32.082,28.872,18.397,18.659,27.989,18.838,14.359,5.024,15.196,12.704,12.197
52,58.071,86.908,53.092,45.532,50.048,27.38,36.77,42.737,44.517,38.524,48.413,54.484,60.793,66.666,75.818,77.869,68.083,71.297,70.723,85.233,74.587,81.195,91.62,83.855,74.494,80.888,84.85,89.25,61.155,85.96,77.394,80.485,82.579,60.765,86.421,107.766,61.414,57.056,56.756,48.618,49.651,51.207,50.603,55.823,59.621,57.073,38.318,43.905,19.011,18.846,10.483,0.0,8.116,11.706,11.74,5.356,11.76,10.136,12.067,9.563,12.029,31.581,30.241,31.885,33.424,25.915,21.891,16.988,18.639,14.333,14.804,6.126,16.298,13.806,8.876
53,63.962,84.029,50.213,42.653,47.169,24.501,30.48,39.858,39.701,35.645,45.534,51.605,57.914,63.787,72.939,74.99,65.204,68.418,67.844,82.354,71.708,78.316,88.741,80.976,71.615,78.009,81.971,61.346,67.046,83.081,74.515,77.606,79.7,57.886,83.542,104.887,58.535,54.177,53.877,45.739,46.772,48.328,47.724,52.944,56.742,54.194,49.197,41.026,23.802,23.637,14.927,10.455,0.0,8.827,14.466,13.74,19.473,16.314,21.324,18.82,21.286,36.33,35.032,34.998,37.621,30.112,26.088,21.185,22.836,18.53,24.061,15.383,25.555,23.063,3.987
54,60.516,80.583,45.395,39.207,43.723,21.055,30.445,36.412,38.192,32.199,42.088,48.159,54.468,60.341,69.493,71.544,61.758,64.972,64.398,78.908,68.262,74.87,85.295,77.53,56.581,74.563,78.525,82.925,63.6,79.635,71.069,74.16,76.254,54.44,80.096,101.441,55.089,50.731,50.431,42.293,43.326,44.882,44.278,49.498,53.296,50.748,45.751,37.58,13.282,13.483,11.263,11.597,8.897,0.0,6.812,21.35,15.911,17.584,16.759,14.255,16.721,32.666,31.368,31.334,36.616,37.722,24.191,28.795,30.446,26.14,19.496,10.818,20.99,18.498,9.873
55,54.982,87.135,53.319,45.759,50.275,27.607,36.997,42.964,44.744,38.751,48.64,54.711,61.02,62.078,76.045,78.096,68.31,71.524,70.95,85.46,74.814,81.422,91.847,84.082,74.721,81.115,85.077,53.369,58.066,86.187,77.621,80.712,82.806,60.992,86.648,107.993,61.641,57.283,56.983,48.845,49.878,51.434,50.83,56.05,59.848,44.048,35.229,29.24,15.922,15.757,7.047,10.374,12.381,6.812,0.0,11.695,13.229,13.368,12.543,10.039,12.505,28.45,27.152,27.118,32.288,27.719,19.975,20.237,29.567,20.416,15.28,6.602,16.774,14.282,12.598
56,56.863,84.201,43.636,42.825,47.341,38.145,47.535,53.502,56.756,49.289,45.706,51.777,58.086,63.959,73.111,75.162,65.376,68.59,68.016,82.526,71.88,78.488,88.913,81.148,71.787,78.181,82.143,55.25,59.947,83.253,74.687,77.778,79.872,49.389,83.714,63.742,53.33,47.6,54.049,45.911,46.944,48.5,47.896,53.116,50.105,45.929,37.11,31.121,17.803,17.638,9.34,5.356,18.881,15.895,15.672,0.0,10.552,4.78,8.617,8.355,11.598,21.894,25.815,22.086,27.368,18.072,10.328,12.747,21.924,6.584,11.583,4.918,8.861,8.629,17.29
57,48.556,75.894,35.329,34.518,39.034,39.101,48.491,54.458,57.712,50.245,37.399,43.47,49.779,55.652,64.804,66.855,57.069,60.283,59.709,74.219,63.573,70.181,80.606,72.841,63.48,69.874,47.358,46.943,51.64,74.946,66.38,69.471,71.565,41.082,75.407,55.435,45.023,39.293,45.742,37.604,38.637,40.193,39.589,44.809,41.798,37.622,28.803,22.814,14.549,12.923,6.342,11.76,19.837,15.864,12.674,10.552,0.0,10.677,9.852,6.466,6.876,21.788,20.575,22.092,27.374,25.028,17.284,17.546,29.201,17.725,9.651,7.357,14.083,11.591,17.259
58,59.313,58.958,46.086,45.275,49.791,40.805,50.195,56.162,59.416,51.949,48.156,54.227,60.536,66.409,75.561,77.612,67.826,71.04,70.466,84.976,74.33,80.938,91.363,83.598,74.237,80.631,84.593,57.7,60.22,85.703,77.137,80.228,82.322,51.839,86.164,66.192,55.78,50.05,56.499,48.361,49.394,50.95,50.346,55.566,52.555,48.379,39.56,33.571,20.253,20.088,13.769,10.36,21.541,17.568,17.308,5.004,10.677,0.0,5.673,6.757,8.417,21.53,21.779,18.05,23.332,15.116,7.372,7.634,19.154,7.813,11.219,6.766,5.905,4.351,18.963
59,57.862,85.939,38.226,44.563,49.079,39.98,49.37,55.337,58.591,51.124,47.444,53.515,52.676,65.697,74.849,76.9,67.114,70.328,69.754,84.264,73.618,80.226,90.651,82.886,73.525,79.919,83.881,49.84,60.946,84.991,76.425,79.516,81.61,43.979,85.452,64.741,47.92,56.087,48.639,47.649,48.682,50.238,49.634,54.854,44.695,40.519,31.7,25.711,19.428,15.82,12.355,17.31,20.716,16.743,18.687,8.617,9.263,7.259,0.0,5.932,5.227,14.514,14.173,14.818,20.1,17.84,12.28,12.542,29.508,12.721,4.496,5.941,6.194,2.956,18.138
60,50.252,77.59,37.025,36.214,40.73,37.476,46.866,52.833,56.087,48.62,39.095,45.166,51.475,57.348,66.5,68.551,58.765,61.979,61.405,75.915,65.269,71.877,82.302,74.537,65.176,71.57,75.532,48.639,53.336,76.642,68.076,71.167,73.261,42.778,77.103,57.131,46.719,40.989,47.438,39.3,40.333,41.889,41.285,46.505,43.494,39.318,30.499,24.51,16.924,16.759,8.461,14.806,18.212,14.239,14.793,8.003,4.946,6.757,5.932,0.0,3.492,18.404,16.792,18.708,23.99,21.108,13.364,13.626,27.004,13.805,7.711,3.437,10.163,7.671,15.634
61,48.122,83.712,49.896,42.336,46.852,39.942,49.332,55.299,58.553,51.086,45.217,44.14,50.449,63.47,72.622,74.673,64.887,68.101,67.527,82.037,71.391,77.999,88.424,80.659,71.298,77.692,81.654,47.613,51.206,82.764,74.198,77.289,79.383,41.752,83.225,55.001,45.693,53.86,46.412,45.422,46.455,48.011,47.407,52.627,42.468,38.292,29.473,23.484,15.219,13.593,9.968,17.272,20.678,16.705,17.259,9.587,6.876,9.223,6.072,7.972,0.0,16.11,15.325,16.414,21.696,19.436,15.024,15.286,29.47,15.465,6.47,5.903,11.823,8.117,18.1
62,46.89,51.002,48.395,40.835,45.351,52.471,57.701,63.929,65.938,55.553,43.716,49.787,56.096,61.969,71.121,73.172,63.386,66.6,66.026,80.536,69.89,76.498,86.923,79.158,69.797,76.191,80.153,49.744,49.974,81.263,72.697,75.788,77.882,56.068,81.724,53.769,56.318,52.359,52.059,43.921,44.954,46.51,45.906,51.126,45.148,41.893,29.474,29.904,22.011,20.297,22.973,31.581,36.497,32.524,28.308,21.894,21.9,17.858,14.626,18.516,16.222,0.0,5.475,5.186,10.468,15.856,14.725,20.143,34.782,20.322,12.249,20.212,13.748,14.392,33.919
63,42.161,46.273,49.726,42.166,46.682,53.802,58.92,65.26,67.269,56.772,45.047,51.118,57.539,63.3,72.452,74.503,64.717,67.931,67.357,81.867,71.221,77.829,88.254,80.489,71.128,77.522,81.484,45.015,45.245,82.594,74.028,77.119,79.213,57.399,83.055,49.04,57.649,53.69,53.39,45.252,46.285,47.841,47.237,52.457,40.419,37.164,32.965,31.235,20.71,18.996,21.672,29.974,35.196,31.223,27.007,25.898,20.337,21.862,14.173,16.792,15.325,5.446,0.0,9.19,15.232,19.86,18.729,24.147,44.839,24.326,16.253,24.216,17.752,18.396,32.618
64,43.496,47.608,51.061,43.501,48.017,55.137,60.255,66.595,68.604,58.107,46.382,52.453,58.762,64.635,73.787,75.838,66.052,69.266,68.692,83.202,72.556,79.164,89.589,81.824,72.463,78.857,82.819,46.35,46.58,83.929,75.363,78.454,80.548,58.734,84.39,50.375,58.984,55.025,54.725,46.587,47.62,49.176,48.572,53.792,41.754,38.499,34.3,32.57,25.88,24.166,26.508,31.816,40.032,36.059,31.843,22.129,22.135,18.093,14.861,18.751,16.457,5.311,9.344,0.0,8.392,16.091,14.96,20.378,37.999,20.557,12.484,20.447,13.983,14.627,37.454
65,48.907,53.019,56.472,48.912,53.428,60.548,65.666,72.006,74.015,63.518,51.793,57.864,64.173,70.046,79.198,81.249,71.463,74.677,74.103,88.613,77.967,84.575,95.0,87.235,77.874,84.268,88.23,51.761,51.991,89.34,80.774,83.865,85.959,64.145,89.801,55.786,64.395,60.436,60.136,51.998,53.031,54.587,54.347,59.203,47.165,43.91,39.711,37.981,38.917,29.368,31.71,33.748,45.234,41.261,37.045,27.331,27.337,23.295,20.063,23.953,21.659,10.513,14.546,8.77,0.0,9.69,15.474,21.272,33.273,21.451,17.686,25.649,19.185,19.829,42.656
66,54.176,58.288,61.741,54.181,58.697,65.817,70.935,77.275,79.284,68.787,57.062,63.133,69.442,75.315,85.343,86.518,76.732,79.946,79.372,93.882,84.112,89.844,100.269,92.504,83.143,89.537,93.499,57.03,57.26,94.609,86.043,89.134,91.228,69.414,95.07,61.055,69.664,65.705,65.405,57.267,58.3,59.856,60.37,64.472,52.434,49.179,44.98,43.25,28.728,27.102,35.356,26.006,36.503,44.319,41.688,18.068,25.016,14.888,17.785,21.096,19.381,15.731,19.764,14.039,9.457,0.0,7.732,13.53,22.173,13.709,15.408,21.105,17.86,18.69,36.31
67,59.972,64.084,67.537,59.977,64.493,47.412,56.802,62.769,66.023,58.556,62.858,69.12,75.238,81.111,90.263,92.314,82.528,85.742,85.168,99.678,89.032,95.64,106.065,98.3,89.051,95.333,99.295,62.826,63.056,100.405,91.951,94.93,97.024,75.21,100.866,66.851,75.46,71.501,71.201,63.063,64.096,65.652,65.048,70.268,58.23,54.975,46.167,49.046,27.766,26.14,20.376,21.972,32.479,28.945,26.708,10.336,17.284,7.156,12.28,13.364,15.024,14.634,22.669,14.938,15.253,7.744,0.0,6.418,18.139,6.597,16.24,13.373,10.299,10.958,30.34
68,65.746,69.858,52.955,52.144,56.66,47.674,57.064,63.031,66.285,58.818,55.025,61.096,67.405,73.278,82.43,84.481,74.695,77.909,77.335,91.845,81.199,87.807,98.232,90.467,81.106,87.5,91.462,68.6,68.83,92.572,84.006,87.097,89.191,58.708,93.033,72.625,62.649,63.668,63.368,55.23,56.263,57.819,57.215,62.435,64.004,60.749,46.429,40.44,27.122,26.957,26.429,17.079,27.586,29.207,32.761,10.742,17.546,7.418,12.542,13.626,15.286,20.031,24.064,20.335,21.027,13.518,6.418,0.0,18.933,11.254,16.502,13.635,10.561,11.22,27.383
69,77.666,107.041,73.225,65.665,70.181,47.513,58.073,58.121,56.373,58.657,68.546,74.617,80.926,86.799,95.951,98.002,88.216,91.43,90.856,117.372,94.72,101.328,111.753,115.994,94.627,101.021,104.983,80.52,80.75,106.093,97.527,100.618,114.718,80.898,106.554,84.545,86.137,77.189,76.889,68.751,69.784,71.34,70.736,75.956,75.924,72.669,55.85,66.74,36.543,36.378,28.08,24.06,24.033,31.839,34.412,25.76,29.292,21.225,29.599,27.095,29.561,42.388,50.045,37.529,33.021,22.183,18.159,18.927,0.0,19.106,32.336,23.658,24.368,25.027,23.83
70,65.925,70.037,53.134,52.323,56.839,48.411,57.801,63.768,67.022,59.555,55.204,61.275,67.584,73.457,82.609,84.66,74.874,78.088,77.514,92.024,81.378,87.986,98.411,90.646,81.285,87.679,91.641,68.779,69.009,92.751,84.185,87.276,89.37,58.887,93.212,72.804,62.828,63.847,63.547,55.409,56.442,57.998,57.394,62.614,64.183,60.928,46.608,40.619,27.301,27.136,23.774,14.424,24.931,32.737,30.106,6.808,17.725,7.597,12.721,13.805,15.465,20.21,24.243,20.514,21.206,13.697,6.597,5.334,19.112,0.0,16.681,13.814,10.74,11.399,24.728
71,46.223,81.813,47.997,40.437,44.953,36.919,52.107,52.276,61.328,55.043,43.318,42.241,55.698,61.571,70.723,72.774,62.988,66.202,65.628,80.138,69.492,76.1,86.525,78.76,69.399,75.793,79.755,45.714,49.307,80.865,72.299,75.39,77.484,39.853,81.326,53.102,43.794,51.961,51.661,43.523,44.556,46.112,45.508,50.728,40.569,36.393,27.574,21.585,13.32,11.694,14.024,20.047,23.878,23.575,19.359,11.583,9.651,11.219,4.496,6.267,5.615,12.137,16.17,12.441,17.723,15.463,15.424,18.088,32.245,18.267,0.0,9.901,10.529,7.386,24.97
72,52.547,79.885,39.32,38.509,43.025,34.039,43.429,49.396,52.65,45.183,41.39,47.461,53.77,59.643,68.795,70.846,61.06,64.274,63.7,78.21,67.564,74.172,84.597,76.832,67.471,73.865,77.827,50.934,55.631,78.937,70.371,73.462,75.556,45.073,79.398,59.426,49.014,43.284,49.733,41.595,42.628,44.184,43.58,48.8,45.789,41.613,32.794,26.805,13.487,13.322,5.024,6.126,14.775,10.802,11.356,4.918,7.357,6.766,5.941,3.437,5.903,20.212,24.133,20.404,25.686,21.117,13.373,13.635,23.567,13.814,8.678,0.0,10.172,7.68,12.197
73,56.984,61.096,55.694,48.134,52.65,44.211,53.601,59.568,62.822,55.355,51.015,57.086,56.247,62.12,78.42,80.471,70.685,73.899,73.325,87.835,77.189,83.797,94.222,86.457,77.096,83.49,87.452,59.838,60.068,88.562,79.996,83.087,85.181,47.55,89.023,63.863,51.491,59.658,52.21,51.22,52.253,53.809,53.205,58.425,55.242,51.987,35.271,29.282,23.659,23.494,17.175,21.541,24.947,21.167,23.507,9.085,14.083,5.905,6.194,10.163,11.823,13.636,17.669,13.94,19.222,17.872,10.128,10.561,24.374,10.74,11.755,10.172,0.0,3.78,22.369
74,57.628,61.74,41.116,47.453,51.969,41.719,51.109,57.076,60.33,52.863,50.334,56.405,55.566,68.587,77.739,79.79,70.004,73.218,72.644,87.154,76.508,83.116,93.541,85.776,76.415,82.809,86.771,60.482,60.712,87.881,79.315,82.406,84.5,46.869,88.342,64.507,50.81,58.977,51.529,50.539,51.572,53.128,52.524,50.596,47.585,52.631,34.59,28.601,21.167,21.002,14.683,19.049,22.455,18.482,21.015,8.934,11.591,4.351,2.89,8.822,8.117,14.28,18.313,14.584,19.866,18.702,10.958,11.22,25.033,11.399,7.386,7.68,3.78,0.0,19.877
75,65.11,85.177,51.361,43.801,48.317,25.649,35.039,41.006,42.786,36.793,46.682,52.753,59.062,64.935,74.087,76.138,66.352,69.566,68.992,83.502,72.856,79.464,89.889,82.124,72.763,79.157,83.119,87.519,68.194,84.229,75.663,78.754,80.848,59.034,84.69,106.035,59.683,55.325,55.025,46.887,47.92,49.476,48.872,54.092,57.89,55.342,41.056,42.174,21.749,21.584,12.874,5.705,4.382,9.975,12.413,13.281,17.452,19.195,18.37,15.866,18.332,34.277,32.979,32.945,37.162,29.653,25.629,20.726,22.377,18.071,21.107,12.429,22.601,20.109,0.0
